age,workclass,occupation,relationship,gender,income
70-79, ?, ?, Husband, Male, <=50K
20-29, Local-gov, Farming-fishing, Not-in-family, Male, <=50K
60-69, Local-gov, Transport-moving, Husband, Male, <=50K
50-59, Private, Adm-clerical, Husband, Male, <=50K
60-69, Private, Other-service, Unmarried, Female, <=50K
20-29, Private, Sales, Not-in-family, Female, <=50K
20-29, Private, Exec-managerial, Not-in-family, Male, <=50K
20-29, Private, Protective-serv, Own-child, Male, <=50K
40-49, Private, Exec-managerial, Husband, Male, <=50K
50-59, Local-gov, Adm-clerical, Unmarried, Female, <=50K
40-49, Private, Other-service, Unmarried, Female, <=50K
50-59, Private, Handlers-cleaners, Unmarried, Male, <=50K
50-59, ?, ?, Unmarried, Female, <=50K
30-39, Private, Craft-repair, Not-in-family, Male, <=50K
30-39, Private, Prof-specialty, Husband, Male, >50K
30-39, Private, Craft-repair, Not-in-family, Male, <=50K
60-69, ?, ?, Unmarried, Female, <=50K
20-29, Private, Adm-clerical, Not-in-family, Female, <=50K
20-29, ?, ?, Own-child, Male, <=50K
20-29, ?, ?, Unmarried, Female, <=50K
30-39, Private, Prof-specialty, Husband, Male, >50K
40-49, Self-emp-inc, Exec-managerial, Husband, Male, >50K
50-59, Private, Exec-managerial, Husband, Male, >50K
20-29, Local-gov, Handlers-cleaners, Not-in-family, Male, <=50K
40-49, Local-gov, Tech-support, Husband, Male, >50K
40-49, Private, Machine-op-inspct, Unmarried, Male, >50K
30-39, Private, Sales, Wife, Female, <=50K
40-49, Private, Exec-managerial, Husband, Male, >50K
70-79, Private, Adm-clerical, Not-in-family, Female, <=50K
40-49, Self-emp-not-inc, Craft-repair, Husband, Male, <=50K
40-49, Self-emp-not-inc, Prof-specialty, Husband, Male, <=50K
40-49, Private, Machine-op-inspct, Unmarried, Female, <=50K
30-39, Private, Machine-op-inspct, Not-in-family, Male, <=50K
40-49, Private, Other-service, Husband, Male, <=50K
40-49, Private, Exec-managerial, Wife, Female, >50K
70-79, Private, Prof-specialty, Husband, Male, >50K
40-49, Local-gov, Tech-support, Husband, Male, <=50K
60-69, Private, Priv-house-serv, Not-in-family, Female, <=50K
30-39, Private, Craft-repair, Not-in-family, Male, <=50K
30-39, Self-emp-inc, Farming-fishing, Not-in-family, Female, <=50K
30-39, ?, ?, Unmarried, Female, <=50K
40-49, Private, Transport-moving, Husband, Male, <=50K
30-39, Private, Prof-specialty, Own-child, Male, <=50K
30-39, Private, Handlers-cleaners, Unmarried, Female, <=50K
30-39, Private, Transport-moving, Not-in-family, Male, <=50K
30-39, Private, Sales, Husband, Male, <=50K
30-39, Private, Handlers-cleaners, Not-in-family, Female, <=50K
60-69, Private, Other-service, Wife, Female, <=50K
40-49, Local-gov, Protective-serv, Husband, Male, <=50K
20-29, Private, Handlers-cleaners, Own-child, Male, <=50K
30-39, Private, Craft-repair, Unmarried, Male, <=50K
50-59, Self-emp-not-inc, Exec-managerial, Not-in-family, Male, <=50K
40-49, Self-emp-not-inc, Other-service, Unmarried, Female, <=50K
70-79, Private, Adm-clerical, Unmarried, Female, <=50K
40-49, Private, Machine-op-inspct, Wife, Female, <=50K
30-39, Federal-gov, Craft-repair, Unmarried, Female, >50K
70-79, Private, Machine-op-inspct, Not-in-family, Female, <=50K
40-49, Private, Machine-op-inspct, Husband, Male, <=50K
30-39, Private, Adm-clerical, Unmarried, Female, <=50K
30-39, Private, Tech-support, Wife, Female, <=50K
30-39, Private, Other-service, Husband, Male, <=50K
30-39, Private, Transport-moving, Not-in-family, Male, <=50K
50-59, Private, Sales, Husband, Male, >50K
50-59, Private, Prof-specialty, Husband, Male, >50K
20-29, Private, Handlers-cleaners, Unmarried, Female, <=50K
50-59, Self-emp-not-inc, Prof-specialty, Husband, Male, >50K
20-29, Private, Handlers-cleaners, Own-child, Male, <=50K
40-49, Self-emp-inc, Exec-managerial, Husband, Male, <=50K
40-49, Private, Other-service, Unmarried, Female, <=50K
30-39, Self-emp-not-inc, Craft-repair, Not-in-family, Male, <=50K
50-59, Private, Exec-managerial, Unmarried, Male, <=50K
20-29, Private, Craft-repair, Own-child, Male, <=50K
50-59, Private, Prof-specialty, Husband, Male, <=50K
20-29, Private, Sales, Own-child, Male, <=50K
40-49, Private, Craft-repair, Husband, Male, >50K
30-39, Private, Prof-specialty, Not-in-family, Female, <=50K
30-39, Private, Exec-managerial, Wife, Male, >50K
20-29, ?, ?, Own-child, Male, <=50K
40-49, Self-emp-not-inc, Sales, Unmarried, Female, <=50K
60-69, Local-gov, Prof-specialty, Not-in-family, Female, <=50K
30-39, Self-emp-not-inc, Craft-repair, Husband, Male, <=50K
60-69, ?, ?, Husband, Male, >50K
60-69, Private, Sales, Husband, Male, >50K
60-69, Private, Craft-repair, Husband, Male, <=50K
30-39, Private, Machine-op-inspct, Husband, Male, <=50K
30-39, Self-emp-not-inc, Tech-support, Not-in-family, Male, <=50K
20-29, Private, Sales, Own-child, Female, <=50K
30-39, Private, Adm-clerical, Not-in-family, Male, <=50K
20-29, Private, Other-service, Own-child, Male, <=50K
50-59, Private, Craft-repair, Husband, Male, >50K
60-69, Self-emp-inc, Prof-specialty, Not-in-family, Male, <=50K
40-49, ?, ?, Husband, Male, <=50K
60-69, ?, ?, Wife, Female, <=50K
60-69, Private, Transport-moving, Not-in-family, Male, >50K
30-39, Private, Prof-specialty, Husband, Male, >50K
20-29, Private, Adm-clerical, Own-child, Female, <=50K
30-39, Private, Sales, Own-child, Male, <=50K
20-29, ?, ?, Unmarried, Female, <=50K
40-49, Self-emp-not-inc, Prof-specialty, Husband, Male, >50K
20-29, Private, Tech-support, Not-in-family, Male, <=50K
50-59, Private, Prof-specialty, Not-in-family, Female, <=50K
30-39, Private, Tech-support, Not-in-family, Male, <=50K
20-29, Private, Adm-clerical, Own-child, Male, <=50K
60-69, Private, Other-service, Not-in-family, Female, <=50K
40-49, Local-gov, Other-service, Husband, Male, <=50K
40-49, Self-emp-not-inc, Farming-fishing, Not-in-family, Male, <=50K
50-59, Private, Adm-clerical, Unmarried, Female, <=50K
50-59, Private, Craft-repair, Husband, Male, >50K
30-39, Private, Craft-repair, Not-in-family, Male, <=50K
40-49, Local-gov, Exec-managerial, Not-in-family, Male, <=50K
20-29, Private, Other-service, Own-child, Female, <=50K
50-59, Private, Prof-specialty, Not-in-family, Female, <=50K
20-29, Private, Craft-repair, Not-in-family, Male, <=50K
20-29, Private, Handlers-cleaners, Husband, Male, <=50K
30-39, Local-gov, Prof-specialty, Own-child, Male, <=50K
30-39, Private, Other-service, Own-child, Female, <=50K
40-49, Private, Handlers-cleaners, Own-child, Male, <=50K
30-39, Private, Transport-moving, Husband, Male, <=50K
50-59, Self-emp-not-inc, Exec-managerial, Husband, Male, <=50K
50-59, Self-emp-inc, Sales, Husband, Male, <=50K
50-59, Private, Prof-specialty, Husband, Male, >50K
20-29, Private, Sales, Own-child, Female, <=50K
40-49, Private, Other-service, Not-in-family, Female, <=50K
60-69, Private, Priv-house-serv, Unmarried, Female, <=50K
30-39, Private, Transport-moving, Husband, Male, <=50K
50-59, Private, Handlers-cleaners, Unmarried, Male, <=50K
30-39, Private, Farming-fishing, Own-child, Male, <=50K
30-39, Private, Sales, Husband, Male, >50K
40-49, Self-emp-not-inc, Sales, Husband, Male, <=50K
30-39, Private, Exec-managerial, Husband, Male, >50K
50-59, Private, Sales, Husband, Male, >50K
50-59, Self-emp-not-inc, Other-service, Unmarried, Female, <=50K
50-59, Local-gov, Other-service, Unmarried, Female, <=50K
40-49, Private, Craft-repair, Husband, Male, >50K
30-39, Private, Adm-clerical, Wife, Female, >50K
60-69, Self-emp-not-inc, Craft-repair, Husband, Male, <=50K
20-29, Private, Other-service, Own-child, Female, <=50K
20-29, Private, Handlers-cleaners, Not-in-family, Male, <=50K
30-39, Private, Exec-managerial, Husband, Male, >50K
50-59, Self-emp-inc, Transport-moving, Husband, Male, <=50K
50-59, Self-emp-not-inc, Prof-specialty, Husband, Male, >50K
30-39, Private, Craft-repair, Not-in-family, Male, <=50K
60-69, Private, Craft-repair, Husband, Male, <=50K
20-29, Private, Handlers-cleaners, Own-child, Male, <=50K
40-49, Private, Sales, Husband, Male, >50K
30-39, Private, Craft-repair, Husband, Male, <=50K
50-59, Self-emp-inc, Prof-specialty, Not-in-family, Male, >50K
30-39, Local-gov, Adm-clerical, Unmarried, Female, <=50K
70-79, Private, Craft-repair, Husband, Male, <=50K
60-69, ?, ?, Husband, Male, <=50K
30-39, State-gov, Tech-support, Husband, Male, >50K
20-29, Private, Other-service, Own-child, Male, <=50K
20-29, Private, Exec-managerial, Other-relative, Male, <=50K
40-49, Private, Prof-specialty, Husband, Male, >50K
40-49, State-gov, Exec-managerial, Not-in-family, Female, <=50K
30-39, Private, Machine-op-inspct, Own-child, Female, <=50K
30-39, State-gov, Adm-clerical, Unmarried, Female, <=50K
70-79, ?, ?, Unmarried, Female, <=50K
30-39, Private, Craft-repair, Husband, Male, <=50K
40-49, Private, Craft-repair, Husband, Male, <=50K
40-49, Private, Machine-op-inspct, Husband, Male, >50K
40-49, Self-emp-not-inc, Handlers-cleaners, Husband, Male, >50K
40-49, Private, Sales, Not-in-family, Male, <=50K
30-39, Private, Prof-specialty, Not-in-family, Male, <=50K
40-49, Local-gov, Prof-specialty, Not-in-family, Male, <=50K
20-29, Private, Sales, Not-in-family, Female, <=50K
40-49, Private, Prof-specialty, Unmarried, Female, >50K
30-39, State-gov, Transport-moving, Husband, Male, <=50K
40-49, Private, Craft-repair, Husband, Male, >50K
20-29, ?, ?, Own-child, Female, <=50K
20-29, Private, Machine-op-inspct, Not-in-family, Male, <=50K
50-59, Federal-gov, Exec-managerial, Not-in-family, Male, <=50K
20-29, ?, ?, Own-child, Female, <=50K
20-29, Self-emp-not-inc, Farming-fishing, Own-child, Male, <=50K
30-39, Private, Exec-managerial, Husband, Male, >50K
50-59, Self-emp-inc, Sales, Husband, Male, >50K
20-29, Private, Sales, Own-child, Female, <=50K
20-29, Private, Other-service, Own-child, Male, <=50K
30-39, Private, Adm-clerical, Husband, Male, <=50K
30-39, Private, Craft-repair, Not-in-family, Male, <=50K
60-69, Self-emp-not-inc, Exec-managerial, Not-in-family, Male, <=50K
30-39, Local-gov, Protective-serv, Own-child, Male, <=50K
40-49, Private, Craft-repair, Husband, Male, >50K
30-39, Self-emp-not-inc, Craft-repair, Husband, Male, >50K
20-29, Local-gov, Exec-managerial, Unmarried, Male, <=50K
20-29, State-gov, Adm-clerical, Own-child, Female, <=50K
30-39, Private, Exec-managerial, Not-in-family, Female, <=50K
70-79, ?, ?, Not-in-family, Male, <=50K
40-49, Local-gov, Prof-specialty, Wife, Female, <=50K
40-49, Private, Exec-managerial, Not-in-family, Male, <=50K
30-39, Private, Other-service, Other-relative, Male, <=50K
50-59, Local-gov, Farming-fishing, Husband, Male, <=50K
20-29, Private, Machine-op-inspct, Own-child, Female, <=50K
40-49, Private, Prof-specialty, Husband, Male, <=50K
20-29, Private, Prof-specialty, Own-child, Male, <=50K
20-29, State-gov, Tech-support, Not-in-family, Female, <=50K
20-29, ?, ?, Other-relative, Male, <=50K
40-49, Private, Prof-specialty, Not-in-family, Male, >50K
30-39, Private, Tech-support, Husband, Male, >50K
30-39, Private, Prof-specialty, Own-child, Female, <=50K
20-29, Private, Sales, Own-child, Female, <=50K
40-49, Local-gov, Prof-specialty, Not-in-family, Male, <=50K
30-39, Private, Sales, Unmarried, Female, <=50K
20-29, Private, Handlers-cleaners, Own-child, Male, <=50K
30-39, Self-emp-not-inc, Craft-repair, Husband, Male, <=50K
50-59, Private, Prof-specialty, Unmarried, Female, >50K
40-49, Private, Exec-managerial, Own-child, Female, >50K
40-49, Private, Other-service, Husband, Male, <=50K
40-49, Private, Sales, Not-in-family, Male, <=50K
60-69, Private, Craft-repair, Husband, Male, <=50K
20-29, Private, Other-service, Other-relative, Male, <=50K
30-39, Private, Prof-specialty, Husband, Male, <=50K
40-49, Private, Adm-clerical, Unmarried, Female, <=50K
40-49, Private, Prof-specialty, Not-in-family, Male, <=50K
40-49, Private, Tech-support, Husband, Male, <=50K
40-49, Local-gov, Adm-clerical, Unmarried, Female, <=50K
30-39, Private, Other-service, Unmarried, Female, <=50K
30-39, Private, Machine-op-inspct, Husband, Male, <=50K
20-29, State-gov, Tech-support, Own-child, Female, <=50K
20-29, Private, Sales, Own-child, Female, <=50K
30-39, Private, Exec-managerial, Husband, Male, >50K
30-39, Private, Other-service, Not-in-family, Male, <=50K
40-49, Private, Craft-repair, Husband, Male, <=50K
30-39, Private, Prof-specialty, Not-in-family, Male, <=50K
50-59, Local-gov, Exec-managerial, Husband, Male, >50K
40-49, Private, Exec-managerial, Husband, Male, >50K
40-49, Private, Prof-specialty, Not-in-family, Male, >50K
40-49, Private, Sales, Wife, Female, <=50K
20-29, Private, Other-service, Not-in-family, Female, <=50K
30-39, Private, Other-service, Husband, Male, <=50K
60-69, Self-emp-not-inc, Exec-managerial, Husband, Male, >50K
20-29, Private, Other-service, Not-in-family, Female, <=50K
60-69, Private, Adm-clerical, Not-in-family, Female, <=50K
30-39, Private, Adm-clerical, Husband, Male, <=50K
20-29, Private, Other-service, Own-child, Female, <=50K
40-49, ?, ?, Wife, Female, <=50K
40-49, Private, Craft-repair, Husband, Male, <=50K
40-49, Private, Sales, Not-in-family, Female, <=50K
40-49, State-gov, Prof-specialty, Husband, Male, <=50K
60-69, Private, Other-service, Unmarried, Female, <=50K
40-49, Private, Tech-support, Husband, Male, >50K
20-29, Private, Other-service, Other-relative, Female, <=50K
60-69, Self-emp-not-inc, Transport-moving, Husband, Male, <=50K
40-49, Private, Exec-managerial, Not-in-family, Female, >50K
30-39, Private, Tech-support, Own-child, Male, <=50K
20-29, Private, Handlers-cleaners, Own-child, Male, <=50K
40-49, Local-gov, Prof-specialty, Wife, Female, >50K
60-69, Private, Transport-moving, Husband, Male, >50K
30-39, Private, Adm-clerical, Own-child, Female, <=50K
30-39, Private, Craft-repair, Own-child, Male, <=50K
50-59, State-gov, Prof-specialty, Husband, Male, <=50K
30-39, State-gov, Exec-managerial, Husband, Male, >50K
20-29, Private, Prof-specialty, Unmarried, Male, <=50K
60-69, Self-emp-not-inc, Craft-repair, Husband, Male, <=50K
20-29, Private, Transport-moving, Unmarried, Male, <=50K
40-49, Private, Handlers-cleaners, Not-in-family, Male, <=50K
30-39, Private, Craft-repair, Own-child, Male, <=50K
50-59, Private, Transport-moving, Husband, Male, >50K
30-39, Local-gov, Prof-specialty, Not-in-family, Female, <=50K
50-59, Federal-gov, Adm-clerical, Wife, Female, >50K
40-49, Private, Farming-fishing, Not-in-family, Male, <=50K
40-49, Private, Other-service, Not-in-family, Female, <=50K
60-69, Local-gov, Adm-clerical, Wife, Female, >50K
30-39, Local-gov, Protective-serv, Unmarried, Male, <=50K
50-59, Self-emp-inc, Exec-managerial, Husband, Male, >50K
50-59, Private, Sales, Not-in-family, Male, >50K
30-39, Private, Other-service, Unmarried, Female, <=50K
30-39, State-gov, Other-service, Other-relative, Male, <=50K
20-29, Private, Sales, Wife, Female, <=50K
50-59, Self-emp-not-inc, Sales, Not-in-family, Female, <=50K
30-39, Private, Machine-op-inspct, Not-in-family, Male, <=50K
30-39, Private, Farming-fishing, Not-in-family, Female, <=50K
40-49, Private, Farming-fishing, Not-in-family, Male, <=50K
30-39, Private, Craft-repair, Unmarried, Male, <=50K
40-49, Private, Tech-support, Wife, Female, >50K
60-69, Private, Sales, Not-in-family, Male, <=50K
20-29, Local-gov, Tech-support, Not-in-family, Male, <=50K
40-49, Private, Adm-clerical, Unmarried, Female, <=50K
30-39, Private, Prof-specialty, Husband, Male, <=50K
40-49, Private, Sales, Husband, Male, >50K
50-59, Private, Tech-support, Not-in-family, Male, <=50K
40-49, State-gov, Craft-repair, Husband, Male, <=50K
30-39, Private, Machine-op-inspct, Not-in-family, Female, <=50K
40-49, Private, Exec-managerial, Husband, Male, >50K
40-49, Self-emp-not-inc, Exec-managerial, Husband, Male, <=50K
40-49, Private, Sales, Not-in-family, Female, >50K
40-49, Private, Adm-clerical, Not-in-family, Female, <=50K
60-69, Self-emp-not-inc, Farming-fishing, Husband, Male, <=50K
20-29, Private, Machine-op-inspct, Own-child, Male, <=50K
60-69, ?, ?, Husband, Male, <=50K
20-29, ?, ?, Not-in-family, Female, <=50K
50-59, Private, Tech-support, Husband, Male, >50K
40-49, Self-emp-inc, Tech-support, Husband, Male, <=50K
20-29, ?, ?, Own-child, Male, <=50K
20-29, Private, Sales, Not-in-family, Female, <=50K
60-69, Private, Transport-moving, Husband, Male, >50K
20-29, Private, Other-service, Other-relative, Male, <=50K
60-69, Private, Machine-op-inspct, Husband, Male, <=50K
20-29, Private, Machine-op-inspct, Not-in-family, Male, <=50K
50-59, Private, Tech-support, Not-in-family, Male, >50K
40-49, Private, Exec-managerial, Husband, Male, >50K
40-49, Private, Craft-repair, Not-in-family, Male, <=50K
20-29, Private, Other-service, Own-child, Male, <=50K
70-79, Self-emp-not-inc, Farming-fishing, Unmarried, Male, <=50K
30-39, Private, Adm-clerical, Unmarried, Female, <=50K
20-29, Private, Sales, Own-child, Female, <=50K
30-39, Private, Craft-repair, Husband, Male, >50K
50-59, ?, ?, Other-relative, Male, <=50K
30-39, Private, Prof-specialty, Husband, Male, >50K
60-69, Private, Prof-specialty, Husband, Male, >50K
20-29, Private, Transport-moving, Own-child, Male, <=50K
30-39, Private, Other-service, Own-child, Female, <=50K
20-29, ?, ?, Own-child, Male, <=50K
40-49, Private, Exec-managerial, Not-in-family, Male, <=50K
20-29, Private, Adm-clerical, Own-child, Male, <=50K
20-29, Private, Farming-fishing, Own-child, Male, <=50K
50-59, Self-emp-not-inc, Other-service, Wife, Female, <=50K
40-49, Private, Prof-specialty, Not-in-family, Female, <=50K
60-69, Private, Craft-repair, Husband, Male, >50K
60-69, Private, Transport-moving, Husband, Male, <=50K
50-59, Private, Transport-moving, Husband, Male, >50K
50-59, Private, Adm-clerical, Unmarried, Male, <=50K
30-39, Private, Prof-specialty, Not-in-family, Female, <=50K
30-39, Private, Tech-support, Own-child, Male, <=50K
30-39, Private, Adm-clerical, Not-in-family, Female, <=50K
30-39, Private, Exec-managerial, Husband, Male, <=50K
